COM8: 023.00;38.00;024.00;39.00;
023.00;40.00;024.00;40.00;
023.00;42.00;024.00;40.00;
023.00;42.00;024.00;40.00;
023.00;42.00;024.00;40.00;
023.00;42.00;024.00;40.00;
023.00;43.00;024.00;40.00;
029.00;92.00;031.00;83.00;
023.00;94.00;026.00;84.00;
023.00;70.00;025.00;73.00;
023.00;57.00;025.00;61.00;
023.00;54.00;025.00;52.00;
021.00;50.00;025.00;46.00;
023.00;51.00;025.00;44.00;
023.00;51.00;024.00;44.00;
021.00;50.00;024.00;44.00;
023.00;50.00;024.00;43.00;
021.00;50.00;024.00;43.00;
023.00;50.00;024.00;42.00;
023.00;50.00;024.00;42.00;
023.00;50.00;024.00;42.00;
021.00;50.00;024.00;42.00;
023.00;49.00;024.00;42.00;
021.00;50.00;024.00;41.00;
022.00;51.00;024.00;41.00;
022.00;51.00;024.00;41.00;
022.00;52.00;024.00;41.00;
020.00;51.00;023.00;41.00;
022.00;54.00;023.00;41.00;
020.00;52.00;023.00;41.00;
021.00;54.00;023.00;41.00;
021.00;54.00;023.00;41.00;
020.00;52.00;023.00;41.00;
020.00;52.00;023.00;41.00;
021.00;54.00;023.00;41.00;
020.00;52.00;023.00;41.00;
021.00;54.00;023.00;41.00;
019.00;52.00;023.00;41.00;
019.00;52.00;023.00;41.00;
019.00;52.00;023.00;41.00;
021.00;54.00;023.00;41.00;
019.00;52.00;023.00;41.00;
021.00;54.00;023.00;41.00;
021.00;53.00;023.00;41.00;
021.00;54.00;022.00;42.00;
019.00;52.00;022.00;42.00;
021.00;54.00;022.00;42.00;
019.00;52.00;022.00;42.00;
021.00;54.00;022.00;42.00;
019.00;52.00;022.00;42.00;
019.00;51.00;022.00;42.00;
021.00;53.00;022.00;42.00;
021.00;54.00;022.00;42.00;
019.00;51.00;022.00;42.00;
021.00;54.00;022.00;42.00;
019.00;51.00;022.00;42.00;
019.00;51.00;022.00;42.00;
021.00;53.00;022.00;42.00;
019.00;51.00;022.00;42.00;
019.00;51.00;022.00;42.00;
019.00;51.00;022.00;42.00;
019.00;51.00;022.00;42.00;
019.00;51.00;022.00;42.00;
019.00;51.00;022.00;42.00;
020.00;55.00;022.00;42.00;
019.00;51.00;022.00;42.00;
019.00;51.00;022.00;42.00;
019.00;51.00;022.00;42.00;
020.00;54.00;022.00;42.00;
019.00;51.00;022.00;42.00;
019.00;52.00;022.00;42.00;
019.00;51.00;022.00;42.00;
019.00;51.00;022.00;42.00;
019.00;51.00;022.00;42.00;
019.00;52.00;022.00;42.00;
019.00;51.00;022.00;42.00;
020.00;55.00;022.00;42.00;
018.00;52.00;022.00;42.00;
018.00;53.00;022.00;42.00;
018.00;52.00;022.00;42.00;
018.00;52.00;022.00;42.00;
018.00;52.00;022.00;42.00;
018.00;52.00;022.00;42.00;
018.00;53.00;022.00;42.00;
018.00;52.00;022.00;42.00;
018.00;53.00;022.00;42.00;
018.00;53.00;022.00;42.00;
018.00;53.00;022.00;42.00;
018.00;53.00;021.00;42.00;
018.00;53.00;022.00;42.00;
018.00;53.00;021.00;42.00;
020.00;55.00;021.00;42.00;
018.00;53.00;021.00;42.00;
018.00;53.00;021.00;42.00;
018.00;53.00;021.00;42.00;
018.00;53.00;021.00;42.00;
018.00;53.00;021.00;42.00;
018.00;53.00;021.00;42.00;
018.00;53.00;021.00;42.00;
018.00;53.00;021.00;42.00;
018.00;53.00;021.00;42.00;
018.00;53.00;021.00;42.00;
018.00;53.00;021.00;42.00;
018.00;53.00;021.00;42.00;
018.00;53.00;021.00;42.00;
018.00;53.00;021.00;42.00;
018.00;53.00;021.00;42.00;
018.00;53.00;021.00;42.00;
018.00;53.00;021.00;42.00;
018.00;53.00;021.00;42.00;
018.00;53.00;021.00;42.00;
018.00;53.00;021.00;42.00;
018.00;53.00;021.00;42.00;
017.00;53.00;021.00;42.00;
017.00;53.00;021.00;42.00;
017.00;53.00;021.00;42.00;
017.00;53.00;021.00;42.00;
017.00;53.00;021.00;42.00;
017.00;53.00;021.00;42.00;
017.00;53.00;021.00;42.00;
017.00;53.00;021.00;42.00;
017.00;53.00;021.00;42.00;
017.00;53.00;021.00;42.00;
017.00;53.00;021.00;42.00;
017.00;53.00;021.00;42.00;
017.00;53.00;021.00;42.00;
017.00;53.00;021.00;42.00;
017.00;53.00;021.00;42.00;
017.00;53.00;021.00;41.00;
017.00;53.00;021.00;42.00;
017.00;53.00;021.00;41.00;
017.00;53.00;021.00;42.00;
017.00;53.00;021.00;42.00;
017.00;53.00;021.00;42.00;
017.00;53.00;021.00;42.00;
017.00;53.00;021.00;41.00;
017.00;53.00;021.00;42.00;
017.00;53.00;021.00;41.00;
017.00;53.00;020.00;42.00;
017.00;53.00;020.00;43.00;
017.00;53.00;020.00;43.00;
017.00;53.00;020.00;43.00;
017.00;53.00;020.00;43.00;
017.00;53.00;020.00;42.00;
017.00;53.00;020.00;42.00;
017.00;53.00;020.00;42.00;
